vocab,prop,lexical_category,language,panel
0.67,0.67,Function Words,Mandarin,Mandarin (models)
0.66,0.66,Function Words,Mandarin,Mandarin (models)
0.65,0.65,Function Words,Mandarin,Mandarin (models)
0.64,0.64,Function Words,Mandarin,Mandarin (models)
0.63,0.63,Function Words,Mandarin,Mandarin (models)
0.62,0.62,Function Words,Mandarin,Mandarin (models)
0.61,0.61,Function Words,Mandarin,Mandarin (models)
0.6,0.6,Function Words,Mandarin,Mandarin (models)
0.59,0.59,Function Words,Mandarin,Mandarin (models)
0.58,0.58,Function Words,Mandarin,Mandarin (models)
0.57,0.57,Function Words,Mandarin,Mandarin (models)
0.56,0.56,Function Words,Mandarin,Mandarin (models)
0.55,0.55,Function Words,Mandarin,Mandarin (models)
0.54,0.54,Function Words,Mandarin,Mandarin (models)
0.53,0.53,Function Words,Mandarin,Mandarin (models)
0.52,0.52,Function Words,Mandarin,Mandarin (models)
0.51,0.51,Function Words,Mandarin,Mandarin (models)
0.5,0.5,Function Words,Mandarin,Mandarin (models)
0.49,0.49,Function Words,Mandarin,Mandarin (models)
0.48,0.48,Function Words,Mandarin,Mandarin (models)
0.47,0.47,Function Words,Mandarin,Mandarin (models)
0.46,0.46,Function Words,Mandarin,Mandarin (models)
0.45,0.45,Function Words,Mandarin,Mandarin (models)
0.44,0.44,Function Words,Mandarin,Mandarin (models)
0.43,0.43,Function Words,Mandarin,Mandarin (models)
0.42,0.42,Function Words,Mandarin,Mandarin (models)
0.41,0.41,Function Words,Mandarin,Mandarin (models)
0.4,0.4,Function Words,Mandarin,Mandarin (models)
0.39,0.39,Function Words,Mandarin,Mandarin (models)
0.38,0.38,Function Words,Mandarin,Mandarin (models)
0.37,0.37,Function Words,Mandarin,Mandarin (models)
0.36,0.36,Function Words,Mandarin,Mandarin (models)
0.35,0.35,Function Words,Mandarin,Mandarin (models)
0.34,0.34,Function Words,Mandarin,Mandarin (models)
0.33,0.33,Function Words,Mandarin,Mandarin (models)
0.32,0.32,Function Words,Mandarin,Mandarin (models)
0.31,0.31,Function Words,Mandarin,Mandarin (models)
0.3,0.3,Function Words,Mandarin,Mandarin (models)
0.29,0.29,Function Words,Mandarin,Mandarin (models)
0.28,0.28,Function Words,Mandarin,Mandarin (models)
0.27,0.27,Function Words,Mandarin,Mandarin (models)
0.26,0.26,Function Words,Mandarin,Mandarin (models)
0.25,0.25,Function Words,Mandarin,Mandarin (models)
0.24,0.24,Function Words,Mandarin,Mandarin (models)
0.23,0.23,Function Words,Mandarin,Mandarin (models)
0.22,0.22,Function Words,Mandarin,Mandarin (models)
0.21,0.21,Function Words,Mandarin,Mandarin (models)
0.2,0.2,Function Words,Mandarin,Mandarin (models)
0.19,0.19,Function Words,Mandarin,Mandarin (models)
0.18,0.18,Function Words,Mandarin,Mandarin (models)
0.17,0.17,Function Words,Mandarin,Mandarin (models)
0.16,0.16,Function Words,Mandarin,Mandarin (models)
0.15,0.15,Function Words,Mandarin,Mandarin (models)
0.14,0.14,Function Words,Mandarin,Mandarin (models)
0.13,0.13,Function Words,Mandarin,Mandarin (models)
0.12,0.12,Function Words,Mandarin,Mandarin (models)
0.11,0.11,Function Words,Mandarin,Mandarin (models)
0.1,0.1,Function Words,Mandarin,Mandarin (models)
0.09,0.09,Function Words,Mandarin,Mandarin (models)
0.08,0.08,Function Words,Mandarin,Mandarin (models)
0.07,0.07,Function Words,Mandarin,Mandarin (models)
0.06,0.06,Function Words,Mandarin,Mandarin (models)
0.05,0.05,Function Words,Mandarin,Mandarin (models)
0.04,0.04,Function Words,Mandarin,Mandarin (models)
0.03,0.03,Function Words,Mandarin,Mandarin (models)
0.02,0.02,Function Words,Mandarin,Mandarin (models)
0.01,0.01,Function Words,Mandarin,Mandarin (models)
0,0,Function Words,Mandarin,Mandarin (models)
1,1,Nouns,English,English (models)
0.99,0.99,Nouns,English,English (models)
0.98,0.98,Nouns,English,English (models)
0.97,0.97,Nouns,English,English (models)
0.96,0.96,Nouns,English,English (models)
0.95,0.95,Nouns,English,English (models)
0.94,0.94,Nouns,English,English (models)
0.93,0.93,Nouns,English,English (models)
0.92,0.92,Nouns,English,English (models)
0.91,0.91,Nouns,English,English (models)
0.9,0.9,Nouns,English,English (models)
0.89,0.89,Nouns,English,English (models)
0.88,0.88,Nouns,English,English (models)
0.87,0.87,Nouns,English,English (models)
0.86,0.86,Nouns,English,English (models)
0.85,0.85,Nouns,English,English (models)
0.84,0.84,Nouns,English,English (models)
0.83,0.83,Nouns,English,English (models)
0.82,0.82,Nouns,English,English (models)
0.81,0.81,Nouns,English,English (models)
0.8,0.8,Nouns,English,English (models)
0.79,0.79,Nouns,English,English (models)
0.78,0.78,Nouns,English,English (models)
0.77,0.77,Nouns,English,English (models)
0.76,0.76,Nouns,English,English (models)
0.75,0.75,Nouns,English,English (models)
0.74,0.74,Nouns,English,English (models)
0.73,0.73,Nouns,English,English (models)
0.72,0.72,Nouns,English,English (models)
0.71,0.71,Nouns,English,English (models)
0.7,0.7,Nouns,English,English (models)
0.69,0.69,Nouns,English,English (models)
0.68,0.68,Nouns,English,English (models)
0.67,0.67,Nouns,English,English (models)
0.66,0.66,Nouns,English,English (models)
0.65,0.65,Nouns,English,English (models)
0.64,0.64,Nouns,English,English (models)
0.63,0.63,Nouns,English,English (models)
0.62,0.62,Nouns,English,English (models)
0.61,0.61,Nouns,English,English (models)
0.6,0.6,Nouns,English,English (models)
0.59,0.59,Nouns,English,English (models)
0.58,0.58,Nouns,English,English (models)
0.57,0.57,Nouns,English,English (models)
0.56,0.56,Nouns,English,English (models)
0.55,0.55,Nouns,English,English (models)
0.54,0.54,Nouns,English,English (models)
0.53,0.53,Nouns,English,English (models)
0.52,0.52,Nouns,English,English (models)
0.51,0.51,Nouns,English,English (models)
0.5,0.5,Nouns,English,English (models)
0.49,0.49,Nouns,English,English (models)
0.48,0.48,Nouns,English,English (models)
0.47,0.47,Nouns,English,English (models)
0.46,0.46,Nouns,English,English (models)
0.45,0.45,Nouns,English,English (models)
0.44,0.44,Nouns,English,English (models)
0.43,0.43,Nouns,English,English (models)
0.42,0.42,Nouns,English,English (models)
0.41,0.41,Nouns,English,English (models)
0.4,0.4,Nouns,English,English (models)
0.39,0.39,Nouns,English,English (models)
0.38,0.38,Nouns,English,English (models)
0.37,0.37,Nouns,English,English (models)
0.36,0.36,Nouns,English,English (models)
0.35,0.35,Nouns,English,English (models)
0.34,0.34,Nouns,English,English (models)
0.33,0.33,Nouns,English,English (models)
0.32,0.32,Nouns,English,English (models)
0.31,0.31,Nouns,English,English (models)
0.3,0.3,Nouns,English,English (models)
0.29,0.29,Nouns,English,English (models)
0.28,0.28,Nouns,English,English (models)
0.27,0.27,Nouns,English,English (models)
0.26,0.26,Nouns,English,English (models)
0.25,0.25,Nouns,English,English (models)
0.24,0.24,Nouns,English,English (models)
0.23,0.23,Nouns,English,English (models)
0.22,0.22,Nouns,English,English (models)
0.21,0.21,Nouns,English,English (models)
0.2,0.2,Nouns,English,English (models)
0.19,0.19,Nouns,English,English (models)
0.18,0.18,Nouns,English,English (models)
0.17,0.17,Nouns,English,English (models)
0.16,0.16,Nouns,English,English (models)
0.15,0.15,Nouns,English,English (models)
0.14,0.14,Nouns,English,English (models)
0.13,0.13,Nouns,English,English (models)
0.12,0.12,Nouns,English,English (models)
0.11,0.11,Nouns,English,English (models)
0.1,0.1,Nouns,English,English (models)
0.09,0.09,Nouns,English,English (models)
0.08,0.08,Nouns,English,English (models)
0.07,0.07,Nouns,English,English (models)
0.06,0.06,Nouns,English,English (models)
0.05,0.05,Nouns,English,English (models)
0.04,0.04,Nouns,English,English (models)
0.03,0.03,Nouns,English,English (models)
0.02,0.02,Nouns,English,English (models)
0.01,0.01,Nouns,English,English (models)
0,0,Nouns,English,English (models)
1,1,Nouns,Mandarin,Mandarin (models)
0.99,0.99,Nouns,Mandarin,Mandarin (models)
0.98,0.98,Nouns,Mandarin,Mandarin (models)
0.97,0.97,Nouns,Mandarin,Mandarin (models)
0.96,0.96,Nouns,Mandarin,Mandarin (models)
0.95,0.95,Nouns,Mandarin,Mandarin (models)
0.94,0.94,Nouns,Mandarin,Mandarin (models)
0.93,0.93,Nouns,Mandarin,Mandarin (models)
0.92,0.92,Nouns,Mandarin,Mandarin (models)
0.91,0.91,Nouns,Mandarin,Mandarin (models)
0.9,0.9,Nouns,Mandarin,Mandarin (models)
0.89,0.89,Nouns,Mandarin,Mandarin (models)
0.88,0.88,Nouns,Mandarin,Mandarin (models)
0.87,0.87,Nouns,Mandarin,Mandarin (models)
0.86,0.86,Nouns,Mandarin,Mandarin (models)
0.85,0.85,Nouns,Mandarin,Mandarin (models)
0.84,0.84,Nouns,Mandarin,Mandarin (models)
0.83,0.83,Nouns,Mandarin,Mandarin (models)
0.82,0.82,Nouns,Mandarin,Mandarin (models)
0.81,0.81,Nouns,Mandarin,Mandarin (models)
0.8,0.8,Nouns,Mandarin,Mandarin (models)
0.79,0.79,Nouns,Mandarin,Mandarin (models)
0.78,0.78,Nouns,Mandarin,Mandarin (models)
0.77,0.77,Nouns,Mandarin,Mandarin (models)
0.76,0.76,Nouns,Mandarin,Mandarin (models)
0.75,0.75,Nouns,Mandarin,Mandarin (models)
0.74,0.74,Nouns,Mandarin,Mandarin (models)
0.73,0.73,Nouns,Mandarin,Mandarin (models)
0.72,0.72,Nouns,Mandarin,Mandarin (models)
0.71,0.71,Nouns,Mandarin,Mandarin (models)
0.7,0.7,Nouns,Mandarin,Mandarin (models)
0.69,0.69,Nouns,Mandarin,Mandarin (models)
0.68,0.68,Nouns,Mandarin,Mandarin (models)
0.67,0.67,Nouns,Mandarin,Mandarin (models)
0.66,0.66,Nouns,Mandarin,Mandarin (models)
0.65,0.65,Nouns,Mandarin,Mandarin (models)
0.64,0.64,Nouns,Mandarin,Mandarin (models)
0.63,0.63,Nouns,Mandarin,Mandarin (models)
0.62,0.62,Nouns,Mandarin,Mandarin (models)
0.61,0.61,Nouns,Mandarin,Mandarin (models)
0.6,0.6,Nouns,Mandarin,Mandarin (models)
0.59,0.59,Nouns,Mandarin,Mandarin (models)
0.58,0.58,Nouns,Mandarin,Mandarin (models)
0.57,0.57,Nouns,Mandarin,Mandarin (models)
0.56,0.56,Nouns,Mandarin,Mandarin (models)
0.55,0.55,Nouns,Mandarin,Mandarin (models)
0.54,0.54,Nouns,Mandarin,Mandarin (models)
0.53,0.53,Nouns,Mandarin,Mandarin (models)
0.52,0.52,Nouns,Mandarin,Mandarin (models)
0.51,0.51,Nouns,Mandarin,Mandarin (models)
0.5,0.5,Nouns,Mandarin,Mandarin (models)
0.49,0.49,Nouns,Mandarin,Mandarin (models)
0.48,0.48,Nouns,Mandarin,Mandarin (models)
0.47,0.47,Nouns,Mandarin,Mandarin (models)
0.46,0.46,Nouns,Mandarin,Mandarin (models)
0.45,0.45,Nouns,Mandarin,Mandarin (models)
0.44,0.44,Nouns,Mandarin,Mandarin (models)
0.43,0.43,Nouns,Mandarin,Mandarin (models)
0.42,0.42,Nouns,Mandarin,Mandarin (models)
0.41,0.41,Nouns,Mandarin,Mandarin (models)
0.4,0.4,Nouns,Mandarin,Mandarin (models)
0.39,0.39,Nouns,Mandarin,Mandarin (models)
0.38,0.38,Nouns,Mandarin,Mandarin (models)
0.37,0.37,Nouns,Mandarin,Mandarin (models)
0.36,0.36,Nouns,Mandarin,Mandarin (models)
0.35,0.35,Nouns,Mandarin,Mandarin (models)
0.34,0.34,Nouns,Mandarin,Mandarin (models)
0.33,0.33,Nouns,Mandarin,Mandarin (models)
0.32,0.32,Nouns,Mandarin,Mandarin (models)
0.31,0.31,Nouns,Mandarin,Mandarin (models)
0.3,0.3,Nouns,Mandarin,Mandarin (models)
0.29,0.29,Nouns,Mandarin,Mandarin (models)
0.28,0.28,Nouns,Mandarin,Mandarin (models)
0.27,0.27,Nouns,Mandarin,Mandarin (models)
0.26,0.26,Nouns,Mandarin,Mandarin (models)
0.25,0.25,Nouns,Mandarin,Mandarin (models)
0.24,0.24,Nouns,Mandarin,Mandarin (models)
0.23,0.23,Nouns,Mandarin,Mandarin (models)
0.22,0.22,Nouns,Mandarin,Mandarin (models)
0.21,0.21,Nouns,Mandarin,Mandarin (models)
0.2,0.2,Nouns,Mandarin,Mandarin (models)
0.19,0.19,Nouns,Mandarin,Mandarin (models)
0.18,0.18,Nouns,Mandarin,Mandarin (models)
0.17,0.17,Nouns,Mandarin,Mandarin (models)
0.16,0.16,Nouns,Mandarin,Mandarin (models)
0.15,0.15,Nouns,Mandarin,Mandarin (models)
0.14,0.14,Nouns,Mandarin,Mandarin (models)
0.13,0.13,Nouns,Mandarin,Mandarin (models)
0.12,0.12,Nouns,Mandarin,Mandarin (models)
0.11,0.11,Nouns,Mandarin,Mandarin (models)
0.1,0.1,Nouns,Mandarin,Mandarin (models)
0.09,0.09,Nouns,Mandarin,Mandarin (models)
0.08,0.08,Nouns,Mandarin,Mandarin (models)
0.07,0.07,Nouns,Mandarin,Mandarin (models)
0.06,0.06,Nouns,Mandarin,Mandarin (models)
0.05,0.05,Nouns,Mandarin,Mandarin (models)
0.04,0.04,Nouns,Mandarin,Mandarin (models)
0.03,0.03,Nouns,Mandarin,Mandarin (models)
0.02,0.02,Nouns,Mandarin,Mandarin (models)
0.01,0.01,Nouns,Mandarin,Mandarin (models)
0,0,Nouns,Mandarin,Mandarin (models)
1,1,Predicates,English,English (models)
0.99,0.99,Predicates,English,English (models)
0.98,0.98,Predicates,English,English (models)
0.97,0.97,Predicates,English,English (models)
0.96,0.96,Predicates,English,English (models)
0.95,0.95,Predicates,English,English (models)
0.94,0.94,Predicates,English,English (models)
0.93,0.93,Predicates,English,English (models)
0.92,0.92,Predicates,English,English (models)
0.91,0.91,Predicates,English,English (models)
0.9,0.9,Predicates,English,English (models)
0.89,0.89,Predicates,English,English (models)
0.88,0.88,Predicates,English,English (models)
0.87,0.87,Predicates,English,English (models)
0.86,0.86,Predicates,English,English (models)
0.85,0.85,Predicates,English,English (models)
0.84,0.84,Predicates,English,English (models)
0.83,0.83,Predicates,English,English (models)
0.82,0.82,Predicates,English,English (models)
0.81,0.81,Predicates,English,English (models)
0.8,0.8,Predicates,English,English (models)
0.79,0.79,Predicates,English,English (models)
0.78,0.78,Predicates,English,English (models)
0.77,0.77,Predicates,English,English (models)
0.76,0.76,Predicates,English,English (models)
0.75,0.75,Predicates,English,English (models)
0.74,0.74,Predicates,English,English (models)
0.73,0.73,Predicates,English,English (models)
0.72,0.72,Predicates,English,English (models)
0.71,0.71,Predicates,English,English (models)
0.7,0.7,Predicates,English,English (models)
0.69,0.69,Predicates,English,English (models)
0.68,0.68,Predicates,English,English (models)
0.67,0.67,Predicates,English,English (models)
0.66,0.66,Predicates,English,English (models)
0.65,0.65,Predicates,English,English (models)
0.64,0.64,Predicates,English,English (models)
0.63,0.63,Predicates,English,English (models)
0.62,0.62,Predicates,English,English (models)
0.61,0.61,Predicates,English,English (models)
0.6,0.6,Predicates,English,English (models)
0.59,0.59,Predicates,English,English (models)
0.58,0.58,Predicates,English,English (models)
0.57,0.57,Predicates,English,English (models)
0.56,0.56,Predicates,English,English (models)
0.55,0.55,Predicates,English,English (models)
0.54,0.54,Predicates,English,English (models)
0.53,0.53,Predicates,English,English (models)
0.52,0.52,Predicates,English,English (models)
0.51,0.51,Predicates,English,English (models)
0.5,0.5,Predicates,English,English (models)
0.49,0.49,Predicates,English,English (models)
0.48,0.48,Predicates,English,English (models)
0.47,0.47,Predicates,English,English (models)
0.46,0.46,Predicates,English,English (models)
0.45,0.45,Predicates,English,English (models)
0.44,0.44,Predicates,English,English (models)
0.43,0.43,Predicates,English,English (models)
0.42,0.42,Predicates,English,English (models)
0.41,0.41,Predicates,English,English (models)
0.4,0.4,Predicates,English,English (models)
0.39,0.39,Predicates,English,English (models)
0.38,0.38,Predicates,English,English (models)
0.37,0.37,Predicates,English,English (models)
0.36,0.36,Predicates,English,English (models)
0.35,0.35,Predicates,English,English (models)
0.34,0.34,Predicates,English,English (models)
0.33,0.33,Predicates,English,English (models)
0.32,0.32,Predicates,English,English (models)
0.31,0.31,Predicates,English,English (models)
0.3,0.3,Predicates,English,English (models)
0.29,0.29,Predicates,English,English (models)
0.28,0.28,Predicates,English,English (models)
0.27,0.27,Predicates,English,English (models)
0.26,0.26,Predicates,English,English (models)
0.25,0.25,Predicates,English,English (models)
0.24,0.24,Predicates,English,English (models)
0.23,0.23,Predicates,English,English (models)
0.22,0.22,Predicates,English,English (models)
0.21,0.21,Predicates,English,English (models)
0.2,0.2,Predicates,English,English (models)
0.19,0.19,Predicates,English,English (models)
0.18,0.18,Predicates,English,English (models)
0.17,0.17,Predicates,English,English (models)
0.16,0.16,Predicates,English,English (models)
0.15,0.15,Predicates,English,English (models)
0.14,0.14,Predicates,English,English (models)
0.13,0.13,Predicates,English,English (models)
0.12,0.12,Predicates,English,English (models)
0.11,0.11,Predicates,English,English (models)
0.1,0.1,Predicates,English,English (models)
0.09,0.09,Predicates,English,English (models)
0.08,0.08,Predicates,English,English (models)
0.07,0.07,Predicates,English,English (models)
0.06,0.06,Predicates,English,English (models)
0.05,0.05,Predicates,English,English (models)
0.04,0.04,Predicates,English,English (models)
0.03,0.03,Predicates,English,English (models)
0.02,0.02,Predicates,English,English (models)
0.01,0.01,Predicates,English,English (models)
0,0,Predicates,English,English (models)
1,1,Predicates,Mandarin,Mandarin (models)
0.99,0.99,Predicates,Mandarin,Mandarin (models)
0.98,0.98,Predicates,Mandarin,Mandarin (models)
0.97,0.97,Predicates,Mandarin,Mandarin (models)
0.96,0.96,Predicates,Mandarin,Mandarin (models)
0.95,0.95,Predicates,Mandarin,Mandarin (models)
0.94,0.94,Predicates,Mandarin,Mandarin (models)
0.93,0.93,Predicates,Mandarin,Mandarin (models)
0.92,0.92,Predicates,Mandarin,Mandarin (models)
0.91,0.91,Predicates,Mandarin,Mandarin (models)
0.9,0.9,Predicates,Mandarin,Mandarin (models)
0.89,0.89,Predicates,Mandarin,Mandarin (models)
0.88,0.88,Predicates,Mandarin,Mandarin (models)
0.87,0.87,Predicates,Mandarin,Mandarin (models)
0.86,0.86,Predicates,Mandarin,Mandarin (models)
0.85,0.85,Predicates,Mandarin,Mandarin (models)
0.84,0.84,Predicates,Mandarin,Mandarin (models)
0.83,0.83,Predicates,Mandarin,Mandarin (models)
0.82,0.82,Predicates,Mandarin,Mandarin (models)
0.81,0.81,Predicates,Mandarin,Mandarin (models)
0.8,0.8,Predicates,Mandarin,Mandarin (models)
0.79,0.79,Predicates,Mandarin,Mandarin (models)
0.78,0.78,Predicates,Mandarin,Mandarin (models)
0.77,0.77,Predicates,Mandarin,Mandarin (models)
0.76,0.76,Predicates,Mandarin,Mandarin (models)
0.75,0.75,Predicates,Mandarin,Mandarin (models)
0.74,0.74,Predicates,Mandarin,Mandarin (models)
0.73,0.73,Predicates,Mandarin,Mandarin (models)
0.72,0.72,Predicates,Mandarin,Mandarin (models)
0.71,0.71,Predicates,Mandarin,Mandarin (models)
0.7,0.7,Predicates,Mandarin,Mandarin (models)
0.69,0.69,Predicates,Mandarin,Mandarin (models)
0.68,0.68,Predicates,Mandarin,Mandarin (models)
0.67,0.67,Predicates,Mandarin,Mandarin (models)
0.66,0.66,Predicates,Mandarin,Mandarin (models)
0.65,0.65,Predicates,Mandarin,Mandarin (models)
0.64,0.64,Predicates,Mandarin,Mandarin (models)
0.63,0.63,Predicates,Mandarin,Mandarin (models)
0.62,0.62,Predicates,Mandarin,Mandarin (models)
0.61,0.61,Predicates,Mandarin,Mandarin (models)
0.6,0.6,Predicates,Mandarin,Mandarin (models)
0.59,0.59,Predicates,Mandarin,Mandarin (models)
0.58,0.58,Predicates,Mandarin,Mandarin (models)
0.57,0.57,Predicates,Mandarin,Mandarin (models)
0.56,0.56,Predicates,Mandarin,Mandarin (models)
0.55,0.55,Predicates,Mandarin,Mandarin (models)
0.54,0.54,Predicates,Mandarin,Mandarin (models)
0.53,0.53,Predicates,Mandarin,Mandarin (models)
0.52,0.52,Predicates,Mandarin,Mandarin (models)
0.51,0.51,Predicates,Mandarin,Mandarin (models)
0.5,0.5,Predicates,Mandarin,Mandarin (models)
0.49,0.49,Predicates,Mandarin,Mandarin (models)
0.48,0.48,Predicates,Mandarin,Mandarin (models)
0.47,0.47,Predicates,Mandarin,Mandarin (models)
0.46,0.46,Predicates,Mandarin,Mandarin (models)
0.45,0.45,Predicates,Mandarin,Mandarin (models)
0.44,0.44,Predicates,Mandarin,Mandarin (models)
0.43,0.43,Predicates,Mandarin,Mandarin (models)
0.42,0.42,Predicates,Mandarin,Mandarin (models)
0.41,0.41,Predicates,Mandarin,Mandarin (models)
0.4,0.4,Predicates,Mandarin,Mandarin (models)
0.39,0.39,Predicates,Mandarin,Mandarin (models)
0.38,0.38,Predicates,Mandarin,Mandarin (models)
0.37,0.37,Predicates,Mandarin,Mandarin (models)
0.36,0.36,Predicates,Mandarin,Mandarin (models)
0.35,0.35,Predicates,Mandarin,Mandarin (models)
0.34,0.34,Predicates,Mandarin,Mandarin (models)
0.33,0.33,Predicates,Mandarin,Mandarin (models)
0.32,0.32,Predicates,Mandarin,Mandarin (models)
0.31,0.31,Predicates,Mandarin,Mandarin (models)
0.3,0.3,Predicates,Mandarin,Mandarin (models)
0.29,0.29,Predicates,Mandarin,Mandarin (models)
0.28,0.28,Predicates,Mandarin,Mandarin (models)
0.27,0.27,Predicates,Mandarin,Mandarin (models)
0.26,0.26,Predicates,Mandarin,Mandarin (models)
0.25,0.25,Predicates,Mandarin,Mandarin (models)
0.24,0.24,Predicates,Mandarin,Mandarin (models)
0.23,0.23,Predicates,Mandarin,Mandarin (models)
0.22,0.22,Predicates,Mandarin,Mandarin (models)
0.21,0.21,Predicates,Mandarin,Mandarin (models)
0.2,0.2,Predicates,Mandarin,Mandarin (models)
0.19,0.19,Predicates,Mandarin,Mandarin (models)
0.18,0.18,Predicates,Mandarin,Mandarin (models)
0.17,0.17,Predicates,Mandarin,Mandarin (models)
0.16,0.16,Predicates,Mandarin,Mandarin (models)
0.15,0.15,Predicates,Mandarin,Mandarin (models)
0.14,0.14,Predicates,Mandarin,Mandarin (models)
0.13,0.13,Predicates,Mandarin,Mandarin (models)
0.12,0.12,Predicates,Mandarin,Mandarin (models)
0.11,0.11,Predicates,Mandarin,Mandarin (models)
0.1,0.1,Predicates,Mandarin,Mandarin (models)
0.09,0.09,Predicates,Mandarin,Mandarin (models)
0.08,0.08,Predicates,Mandarin,Mandarin (models)
0.07,0.07,Predicates,Mandarin,Mandarin (models)
0.06,0.06,Predicates,Mandarin,Mandarin (models)
0.05,0.05,Predicates,Mandarin,Mandarin (models)
0.04,0.04,Predicates,Mandarin,Mandarin (models)
0.03,0.03,Predicates,Mandarin,Mandarin (models)
0.02,0.02,Predicates,Mandarin,Mandarin (models)
0.01,0.01,Predicates,Mandarin,Mandarin (models)
0,0,Predicates,Mandarin,Mandarin (models)
